seq_idx	Date	Location	PANGO	Nextstrain	MutationCount	NCount	GapCount
39369	20210125	Japan	B.1.1.214	20B	14	0	1
39370	20210126	Japan	B.1.1.214	20B	16	0	1
39371	20210126	Japan	B.1.1.284	20B	21	0	1
39372	20210126	Japan	B.1.1.214	20B	20	0	1
39373	20210126	Japan	B.1.1.214	20B	20	0	1
39374	20210127	Japan	B.1.1.214	20B	20	0	1
39375	20210127	Japan	B.1.1.214	20B	21	0	1
39376	20210127	Japan	B.1.1.214	20B	21	0	1
39377	20210127	Japan	B.1.1.214	20B	21	0	1
39378	20210128	Japan	B.1.1.214	20B	22	0	1
39379	20210128	Japan	B.1.1.214	20B	20	0	1
39380	20210129	Japan	B.1.1.284	20B	21	0	1
39381	20210129	Japan	B.1.1.284	20B	22	0	1
39382	20210129	Japan	B.1.1.284	20B	21	0	1
39383	20210129	Japan	B.1.1.214	20B	17	0	1
39384	20210131	Japan	B.1.1.284	20B	21	0	1
39385	20210119	Japan	B.1.1.214	20B	17	0	1
39386	20210124	Japan	B.1.1.214	20B	17	0	1
39387	20210128	Japan	B.1.1.214	20B	18	0	1
39388	20210201	Japan	B.1.1.214	20B	17	0	1
39389	20210204	Japan	B.1.1.214	20B	17	0	1
39390	20210206	Japan	B.1.1.214	20B	17	0	1
39391	20201222	Japan	B.1.1.214	20B	19	0	1
39392	20201222	Japan	B.1.1.214	20B	19	0	1
39393	20201222	Japan	B.1.1.214	20B	21	0	1
39394	20210103	Japan	B.1.1.214	20B	15	0	1
39395	20210103	Japan	B.1.1.214	20B	17	0	1
39396	20210103	Japan	B.1.1.214	20B	17	0	1
39397	20210104	Japan	B.1.1.214	20B	16	0	1
39398	20210105	Japan	B.1.1.214	20B	19	0	1
39399	20210106	Japan	B.1.1.214	20B	20	0	1
39400	20210106	Japan	B.1.1.214	20B	20	0	1
39401	20210106	Japan	B.1.1.214	20B	22	0	1
39402	20210108	Japan	B.1.1.214	20B	16	0	1
39403	20210109	Japan	B.1.1.214	20B	17	0	1
39404	20210109	Japan	B.1.1.214	20B	16	0	1
39405	20210114	Japan	B.1.1.214	20B	16	0	1
39406	20210114	Japan	B.1.1.214	20B	17	0	1
39407	20210115	Japan	B.1.1.214	20B	19	0	1
39408	20210116	Japan	B.1.1.214	20B	18	0	1
39409	20210117	Japan	B.1.1.214	20B	15	0	1
39410	20210120	Japan	B.1.1.214	20B	16	0	1
39411	20210119	Japan	B.1.1.214	20B	16	0	1
39412	20210124	Japan	B.1.1.214	20B	16	0	1
39413	20210125	Japan	B.1.1.214	20B	16	0	1
39414	20210126	Japan	B.1.1.214	20B	16	0	1
39415	20210126	Japan	B.1.1.214	20B	15	0	1
39416	20210127	Japan	B.1.1.214	20B	22	0	1
39417	20210128	Japan	B.1.1.214	20B	15	0	1
39418	20210129	Japan	B.1.1.214	20B	16	0	1
39419	20210130	Japan	B.1.1.214	20B	23	0	1
39420	20210131	Japan	B.1.1.214	20B	15	0	1
39421	20210131	Japan	B.1.1.214	20B	15	0	1
39422	20210129	Japan	B.1.1.214	20B	16	0	1
39423	20210129	Japan	B.1.1.284	20B	25	0	1
39424	None	Japan	B.1.1.214	20B	16	0	1
39425	20210213	Japan	B.1.1.214	20B	26	0	13
39426	20210214	Japan	B.1.1.214	20B	24	0	1
39427	20210214	Japan	B.1.1.214	20B	24	0	1
39428	None	Japan	B.1.1	20B	7	0	1
39429	None	Japan	B.1.1	20B	7	0	1
39430	None	Japan	B.1.1	20B	7	0	1
39431	None	Japan	B.1.1	20B	10	0	1
39432	None	Japan	B.1.1	20B	8	0	1
39433	None	Japan	B.1.1	20B	7	0	1
39434	None	Japan	B.1.1	20B	7	0	1
39435	None	Japan	B.1.1	20B	7	0	1
39436	None	Japan	B.1.1	20B	7	0	1
39437	20200402	Japan	B.1.1	20B	10	0	1
39438	20200402	Japan	B.1.1	20B	7	0	1
39439	None	Japan	B.1.1	20B	7	0	1
39440	20200404	Japan	B.1.1	20B	9	0	1
39441	20200404	Japan	B.1.1	20B	8	0	1
39442	20200411	Japan	B.1.1	20B	11	0	1
39443	20200413	Japan	B.1.1	20B	9	0	1
39444	20200416	Japan	B.1.1.285	20B	9	0	1
39445	20200420	Japan	B.1.1	20B	10	0	1
39446	20200421	Japan	B.1.1	20B	11	0	1
39447	20200512	Japan	B.1.1	20B	14	0	1
39448	20200527	Japan	B.1.1.284	20B	13	0	1
39449	20200607	Japan	B.1.1.284	20B	13	0	1
39450	20200612	Japan	B.1.1.284	20B	15	0	1
39451	20200624	Japan	B.1.1.284	20B	18	0	1
39452	20200627	Japan	B.1.1.284	20B	12	0	1
39453	20200623	Japan	B.1.1.284	20B	15	0	1
39454	20200622	Japan	B.1.1.284	20B	12	0	1
39455	20200626	Japan	B.1.1.284	20B	14	0	1
39456	20200701	Japan	B.1.1.214	20B	10	0	1
39457	20200708	Japan	B.1.1.284	20B	15	0	1
39458	20200701	Japan	B.1.1.284	20B	14	0	1
39459	20200708	Japan	B.1.1.284	20B	14	0	1
39460	20200706	Japan	B.1.1.284	20B	13	0	1
39461	20200708	Japan	B.1.1.284	20B	13	0	1
39462	20200714	Japan	B.1.1.284	20B	15	0	1
39463	20200711	Japan	B.1.1.284	20B	14	0	1
39464	20200715	Japan	B.1.1.284	20B	14	0	1
39465	20200716	Japan	B.1.1.284	20B	15	0	1
39466	20200718	Japan	B.1.1.284	20B	13	0	1
39467	20200721	Japan	B.1.1.284	20B	13	0	1
39468	20200728	Japan	B.1.1.284	20B	13	0	1
39469	20200731	Japan	B.1.1.284	20B	14	0	1
39470	20200802	Japan	B.1.1.284	20B	14	0	1
39471	20210203	Japan	B.1.1.214	20B	17	0	1
39472	20210203	Japan	B.1.1.214	20B	15	0	1
39473	20210203	Japan	B.1.1.284	20B	24	0	1
39474	20210204	Japan	B.1.1.214	20B	19	0	1
39475	20210204	Japan	B.1.1.214	20B	17	0	1
39476	20210208	Japan	B.1.1.214	20B	19	0	1
39477	20210208	Japan	B.1.1.214	20B	16	0	1
39478	20210209	Japan	B.1.1.284	20B	16	0	1
39479	20210209	Japan	B.1.1.214	20B	16	0	1
39480	20210210	Japan	B.1.1.214	20B	16	0	1
39481	20210211	Japan	B.1.1.214	20B	17	0	1
39482	20210212	Japan	B.1.1.214	20B	17	0	1
39483	20210203	Japan	B.1.1.214	20B	22	0	1
39484	20210204	Japan	B.1.1.214	20B	22	0	1
39485	20210205	Japan	B.1.1.214	20B	22	0	1
39486	20210206	Japan	B.1.1.214	20B	19	0	1
39487	20210206	Japan	B.1.1.214	20B	19	0	1
39488	20210206	Japan	B.1.1.214	20B	19	0	1
39489	20210206	Japan	B.1.1.214	20B	18	0	1
39490	20210206	Japan	B.1.1.214	20B	18	0	1
39491	20210206	Japan	B.1.1.214	20B	18	0	1
39492	20210206	Japan	B.1.1.214	20B	18	0	1
39493	20210206	Japan	B.1.1.214	20B	19	0	1
39494	20210208	Japan	B.1.1.214	20B	18	0	1
39495	20210208	Japan	B.1.1.214	20B	23	0	1
39496	20210208	Japan	B.1.1.214	20B	23	0	1
39497	20210208	Japan	B.1.1.214	20B	18	0	1
39498	20210209	Japan	B.1.1.214	20B	15	0	1
39499	20210209	Japan	B.1.1.214	20B	22	0	1
39500	20210209	Japan	B.1.1.214	20B	17	0	1
39501	20210209	Japan	B.1.1.214	20B	18	0	1
39502	20210210	Japan	B.1.1.214	20B	21	0	1
39503	20210210	Japan	B.1.1.214	20B	21	0	1
39504	20210203	Japan	B.1.1.214	20B	17	0	1
39505	20210203	Japan	B.1.1.214	20B	17	0	1
39506	20210114	Japan	B.1.1.214	20B	19	0	1
39507	20210115	Japan	B.1.1.214	20B	18	0	1
39508	20210119	Japan	B.1.1.214	20B	16	0	1
39509	20210120	Japan	B.1.1.214	20B	17	0	1
39510	20210118	Japan	B.1.1.214	20B	18	0	1
39511	20210122	Japan	B.1.1.214	20B	16	0	1
39512	20210122	Japan	B.1.1.214	20B	23	0	1
39513	20210125	Japan	B.1.1.214	20B	17	0	1
39514	20210125	Japan	B.1.1.214	20B	16	0	1
39515	20210125	Japan	B.1.1.214	20B	21	0	1
39516	20210126	Japan	B.1.1.214	20B	18	0	1
39517	20210204	Japan	B.1.1.214	20B	20	0	1
39518	20201116	Japan	B.1.1.214	20B	20	0	1
39519	20201124	Japan	B.1.1.214	20B	16	0	1
39520	20201130	Japan	B.1.1.214	20B	20	0	1
39521	20210207	Japan	B.1.1.214	20B	18	0	1
39522	20210207	Japan	B.1.1.214	20B	19	0	1
39523	20210208	Japan	B.1.1.214	20B	21	0	1
39524	20210209	Japan	B.1.1.214	20B	24	0	1
39525	20210209	Japan	B.1.1.214	20B	18	0	1
39526	20210209	Japan	B.1.1.214	20B	18	0	1
39527	20210209	Japan	B.1.1.214	20B	17	0	1
39528	20210209	Japan	B.1.1.214	20B	19	0	1
39529	20210210	Japan	B.1.1.214	20B	23	0	1
39530	20210212	Japan	B.1.1.214	20B	16	0	1
39531	20210213	Japan	B.1.1.214	20B	17	0	1
39532	20210214	Japan	B.1.1.214	20B	19	0	1
39533	20210214	Japan	B.1.1.214	20B	18	0	1
39534	20210214	Japan	B.1.1.214	20B	18	0	1
39535	20210214	Japan	B.1.1.214	20B	19	0	1
39536	20210219	Japan	B.1.1.214	20B	19	0	1
39537	20201201	Japan	B.1.1.214	20B	19	0	1
39538	20201202	Japan	B.1.1.214	20B	16	0	1
39539	20201203	Japan	B.1.1.214	20B	16	0	1
39540	20201203	Japan	B.1.1.214	20B	15	0	1
39541	20201204	Japan	B.1.1.214	20B	18	0	1
39542	20201204	Japan	B.1.1.214	20B	16	0	1
39543	20201205	Japan	B.1.1.214	20B	15	0	1
39544	20201205	Japan	B.1.1.214	20B	16	0	1
39545	20201205	Japan	B.1.1.214	20B	19	0	1
39546	20201207	Japan	B.1.1.214	20B	16	0	1
39547	20201207	Japan	B.1.1.284	20B	18	0	1
39548	20201207	Japan	B.1.1.214	20B	16	0	1
39549	20201207	Japan	B.1.1.214	20B	14	0	1
39550	20201207	Japan	B.1.1.214	20B	16	0	1
39551	20201207	Japan	B.1.1.214	20B	16	0	1
39552	20201207	Japan	B.1.1.214	20B	15	0	1
39553	20201207	Japan	B.1.1.214	20B	15	0	1
39554	20201207	Japan	B.1.1.214	20B	16	0	1
39555	20201207	Japan	B.1.1.214	20B	18	0	1
39556	20201207	Japan	B.1.1.214	20B	15	0	1
39557	20201208	Japan	B.1.1.214	20B	16	0	1
39558	20201209	Japan	B.1.1.214	20B	16	0	1
39559	20201209	Japan	B.1.1.214	20B	17	0	1
39560	20201209	Japan	B.1.1.214	20B	14	0	1
39561	20201209	Japan	B.1.1.214	20B	15	0	1
39562	20201210	Japan	B.1.1.214	20B	16	0	1
39563	20201210	Japan	B.1.1.214	20B	17	0	1
39564	20201211	Japan	B.1.1.214	20B	17	0	1
39565	20201211	Japan	B.1.1.214	20B	14	0	1
39566	20201211	Japan	B.1.1.214	20B	15	0	1
39567	20201211	Japan	B.1.1.214	20B	19	0	1
39568	20201212	Japan	B.1.1.214	20B	15	0	1
39569	20201212	Japan	B.1.1.214	20B	15	0	1
39570	20201212	Japan	B.1.1.214	20B	19	0	1
39571	20201212	Japan	B.1.1.214	20B	16	0	1
39572	20201212	Japan	B.1.1.214	20B	19	0	1
39573	20201212	Japan	B.1.1.214	20B	15	0	1
39574	20201213	Japan	B.1.1.214	20B	16	0	1
39575	20201213	Japan	B.1.1.214	20B	19	0	1
39576	20201214	Japan	B.1.1.214	20B	17	0	1
39577	20201214	Japan	B.1.1.214	20B	16	0	1
39578	20201214	Japan	B.1.1.214	20B	17	0	1
39579	20201214	Japan	B.1.1.214	20B	15	0	1
39580	20201214	Japan	B.1.1.214	20B	16	0	1
39581	20201214	Japan	B.1.1.214	20B	19	0	1
39582	20201214	Japan	B.1.1.214	20B	20	0	1
39583	20201214	Japan	B.1.1.214	20B	16	0	1
39584	20201214	Japan	B.1.1.214	20B	20	0	1
39585	20201214	Japan	B.1.1.214	20B	19	0	1
39586	20201214	Japan	B.1.1.284	20B	18	0	1
39587	20201214	Japan	B.1.1.214	20B	15	0	1
39588	20201215	Japan	B.1.1.214	20B	14	0	1
39589	20201215	Japan	B.1.1.214	20B	16	0	1
39590	20201216	Japan	B.1.1.214	20B	17	0	1
39591	20201216	Japan	B.1.1.214	20B	16	0	1
39592	20201216	Japan	B.1.1.214	20B	16	0	1
39593	20201217	Japan	B.1.1.214	20B	15	0	1
39594	20201217	Japan	B.1.1.214	20B	15	0	1
39595	20201217	Japan	B.1.1.214	20B	15	0	1
39596	20201217	Japan	B.1.1.214	20B	15	0	1
39597	20201217	Japan	B.1.1.214	20B	15	0	1
39598	20201217	Japan	B.1.1.214	20B	15	0	1
39599	20201217	Japan	B.1.1.214	20B	16	0	1
39600	20201217	Japan	B.1.1.214	20B	18	0	1
39601	20201217	Japan	B.1.1.214	20B	16	0	1
39602	20201217	Japan	B.1.1.214	20B	16	0	1
39603	20201217	Japan	B.1.1.214	20B	18	0	1
39604	20201218	Japan	B.1.1.214	20B	16	0	1
39605	20201218	Japan	B.1.1.214	20B	14	0	1
39606	20201218	Japan	B.1.1.214	20B	14	0	1
39607	20201218	Japan	B.1.1.214	20B	17	0	1
39608	20201218	Japan	B.1.1.214	20B	15	0	1
39609	20201218	Japan	B.1.1.214	20B	15	0	1
39610	20201218	Japan	B.1.1.214	20B	19	0	1
39611	20201219	Japan	B.1.1.214	20B	15	0	1
39612	20201219	Japan	B.1.1.214	20B	18	0	1
39613	20201219	Japan	B.1.1.214	20B	16	0	1
39614	20201219	Japan	B.1.1.214	20B	15	0	1
39615	20201220	Japan	B.1.1.214	20B	17	0	1
39616	20201221	Japan	B.1.1.214	20B	17	0	1
39617	20201221	Japan	B.1.1.214	20B	16	0	1
39618	20201221	Japan	B.1.1.214	20B	17	0	1
39619	20201221	Japan	B.1.1.214	20B	16	0	1
39620	20201221	Japan	B.1.1.214	20B	15	0	1
39621	20201221	Japan	B.1.1.214	20B	17	0	1
39622	20201221	Japan	B.1.1.214	20B	16	0	1
39623	20201221	Japan	B.1.1.214	20B	16	0	1
39624	20201221	Japan	B.1.1.214	20B	15	0	1
39625	20201221	Japan	B.1.1.214	20B	14	0	1
39626	20201221	Japan	B.1.1.214	20B	14	0	1
39627	20201221	Japan	B.1.1.214	20B	20	0	1
39628	20201222	Japan	B.1.1.214	20B	15	0	1
39629	20201222	Japan	B.1.1.214	20B	15	0	1
39630	20201223	Japan	B.1.1.214	20B	17	0	1
39631	20201223	Japan	B.1.1.214	20B	18	0	1
39632	20201223	Japan	B.1.1.214	20B	19	0	1
39633	20201223	Japan	B.1.1.214	20B	15	0	1
39634	20201224	Japan	B.1.1.214	20B	16	0	1
39635	20201224	Japan	B.1.1.214	20B	16	0	1
39636	20201224	Japan	B.1.1.214	20B	17	0	1
39637	20201224	Japan	B.1.1.214	20B	18	0	1
39638	20201224	Japan	B.1.1.214	20B	18	0	1
39639	20201224	Japan	B.1.1.214	20B	20	0	1
39640	20201224	Japan	B.1.1.214	20B	22	0	1
39641	20201224	Japan	B.1.1.214	20B	17	0	1
39642	20201224	Japan	B.1.1.214	20B	16	0	1
39643	20201224	Japan	B.1.1.214	20B	15	0	1
39644	20201224	Japan	B.1.1.214	20B	22	0	1
39645	20201225	Japan	B.1.1.214	20B	16	0	1
39646	20201225	Japan	B.1.1.214	20B	18	0	1
39647	20201225	Japan	B.1.1.214	20B	17	0	1
39648	20201225	Japan	B.1.1.214	20B	17	0	1
39649	20201225	Japan	B.1.1.214	20B	16	0	1
39650	20201225	Japan	B.1.1.214	20B	16	0	1
39651	20201226	Japan	B.1.1.214	20B	16	0	1
39652	20201226	Japan	B.1.1.214	20B	17	0	1
39653	20201227	Japan	B.1.1.214	20B	17	0	1
39654	20201227	Japan	B.1.1.214	20B	15	0	1
39655	20201227	Japan	B.1.1.214	20B	15	0	1
39656	20201227	Japan	B.1.1.214	20B	17	0	1
39657	20201227	Japan	B.1.1.214	20B	16	0	1
39658	20201227	Japan	B.1.1.214	20B	18	0	1
39659	20201227	Japan	B.1.1.214	20B	20	0	1
39660	20201228	Japan	B.1.1.214	20B	17	0	1
39661	20201228	Japan	B.1.1.214	20B	17	0	1
39662	20201228	Japan	B.1.1.214	20B	15	0	1
39663	20201228	Japan	B.1.1.214	20B	17	0	1
39664	20201228	Japan	B.1.1.214	20B	16	0	1
39665	20201228	Japan	B.1.1.214	20B	17	0	1
39666	20201228	Japan	B.1.1.214	20B	15	0	1
39667	20201228	Japan	B.1.1.214	20B	16	0	1
39668	20201228	Japan	B.1.1.214	20B	15	0	1
39669	20201228	Japan	B.1.1.214	20B	15	0	1
39670	20201228	Japan	B.1.1.214	20B	15	0	1
39671	20201228	Japan	B.1.1.214	20B	20	0	1
39672	20201228	Japan	B.1.1.214	20B	18	0	1
39673	20201228	Japan	B.1.1.214	20B	17	0	1
39674	20201228	Japan	B.1.1.214	20B	19	0	1
39675	20201228	Japan	B.1.1.214	20B	18	0	1
39676	20201228	Japan	B.1.1.214	20B	18	0	1
39677	20201228	Japan	B.1.1.214	20B	14	0	1
39678	20201228	Japan	B.1.1.214	20B	15	0	1
39679	20201228	Japan	B.1.1.214	20B	19	0	1
39680	20201228	Japan	B.1.1.214	20B	15	0	1
39681	20201229	Japan	B.1.1.214	20B	15	0	1
39682	20201229	Japan	B.1.1.214	20B	16	0	1
39683	20201229	Japan	B.1.1.214	20B	15	0	1
39684	20201229	Japan	B.1.1	20B	18	0	1
39685	20201229	Japan	B.1.1.214	20B	17	0	1
39686	20201229	Japan	B.1.1.214	20B	18	0	1
39687	20201230	Japan	B.1.1.214	20B	16	0	1
39688	20201230	Japan	B.1.1.214	20B	18	0	1
39689	20201230	Japan	B.1.1.214	20B	17	0	1
39690	20201231	Japan	B.1.1.214	20B	17	0	1
39691	20201231	Japan	B.1.1.214	20B	15	0	1
39692	20201231	Japan	B.1.1.214	20B	20	0	1
39693	20201231	Japan	B.1.1.214	20B	20	0	1
39694	20201231	Japan	B.1.1.214	20B	17	0	1
39695	20201231	Japan	B.1.1.214	20B	21	0	1
39696	20201231	Japan	B.1.1.214	20B	22	0	5
39697	20201231	Japan	B.1.1.214	20B	20	0	1
39698	20201231	Japan	B.1.1.214	20B	21	0	1
39699	20201231	Japan	B.1.1.214	20B	20	0	1
39700	20201231	Japan	B.1.1.214	20B	20	0	1
39701	20210119	Japan	B.1.1.284	20B	23	0	1
39702	20210119	Japan	B.1.1.284	20B	22	0	1
39703	20210119	Japan	B.1.1.284	20B	22	0	1
39704	20210119	Japan	B.1.1.284	20B	22	0	1
39705	20210121	Japan	B.1.1.284	20B	22	0	1
39706	20210121	Japan	B.1.1.284	20B	22	0	1
39707	20210121	Japan	B.1.1.284	20B	20	0	1
39708	20210122	Japan	B.1.1.284	20B	20	0	1
39709	20210123	Japan	B.1.1.284	20B	21	0	1
39710	20210126	Japan	B.1.1.284	20B	22	0	1
39711	20210126	Japan	B.1.1.284	20B	20	0	1
39712	20210126	Japan	B.1.1.284	20B	23	0	1
39713	20210127	Japan	B.1.1.284	20B	21	0	1
39714	20210127	Japan	B.1.1.284	20B	22	0	1
39715	20210128	Japan	B.1.1.284	20B	23	0	1
39716	20210128	Japan	B.1.1.284	20B	22	0	1
39717	20210128	Japan	B.1.1.284	20B	22	0	1
39718	20210129	Japan	B.1.1.284	20B	21	0	1
39719	20210129	Japan	B.1.1.284	20B	22	0	1
39720	20210204	Japan	B.1.1.284	20B	20	0	1
39721	20210204	Japan	B.1.1.284	20B	21	0	1
39722	20210206	Japan	B.1.1.214	20B	20	0	1
39723	20210208	Japan	B.1.1.284	20B	22	0	1
39724	20210215	Japan	B.1.1.284	20B	25	0	1
39725	20210127	Japan	B.1.1.214	20B	20	0	1
39726	20210128	Japan	B.1.1.214	20B	18	0	1
39727	20210128	Japan	B.1.1.214	20B	17	0	1
39728	20210204	Japan	B.1.1.214	20B	18	0	1
39729	20210122	Japan	B.1.1.214	20B	22	0	1
39730	20210124	Japan	B.1.1.214	20B	20	0	1
39731	20210127	Japan	B.1.1.214	20B	18	0	1
39732	20210127	Japan	B.1.1.214	20B	22	0	1
39733	20210127	Japan	B.1.1.214	20B	22	0	1
39734	20210127	Japan	B.1.1.214	20B	23	0	1
39735	20210128	Japan	B.1.1.214	20B	22	0	1
39736	20210130	Japan	B.1.1.214	20B	22	0	1
39737	20210201	Japan	B.1.1.214	20B	22	0	1
39738	20210201	Japan	B.1.1.214	20B	22	0	1
39739	20210206	Japan	B.1.1.214	20B	21	0	1
39740	20210206	Japan	B.1.1.214	20B	22	0	1
39741	20210201	Japan	B.1.1.214	20B	20	0	1
39742	20210204	Japan	B.1.1.214	20B	19	0	1
39743	20210204	Japan	B.1.1.214	20B	18	0	1
39744	20210204	Japan	B.1.1.214	20B	21	0	1
39745	20210209	Japan	B.1.1.214	20B	21	0	1
39746	20210209	Japan	B.1.1.214	20B	20	0	1
39747	20210209	Japan	B.1.1.214	20B	20	0	1
39748	20210206	Japan	B.1.1.214	20B	22	0	1
39749	20210206	Japan	B.1.1.214	20B	22	0	1
39750	20210206	Japan	B.1.1.214	20B	21	0	1
39751	20201104	Japan	B.1.1.284	20B	15	0	1
39752	20201111	Japan	B.1.1.284	20B	15	0	1
39753	20201111	Japan	B.1.1.284	20B	15	0	1
39754	20201116	Japan	B.1.1.284	20B	15	0	1
39755	20201116	Japan	B.1.1.284	20B	15	0	1
39756	20201117	Japan	B.1.1.284	20B	16	0	1
39757	20201212	Japan	B.1.1.214	20B	14	0	1
39758	20201212	Japan	B.1.1.214	20B	14	0	1
39759	20201212	Japan	B.1.1.214	20B	14	0	1
39760	20210104	Japan	B.1.1.214	20B	17	0	1
39761	20210104	Japan	B.1.1.214	20B	18	0	1
39762	20210109	Japan	B.1.1.214	20B	17	0	1
39763	20210111	Japan	B.1.1.214	20B	16	0	1
39764	20210111	Japan	B.1.1.214	20B	14	0	1
39765	20210112	Japan	B.1.1.214	20B	16	0	1
39766	20210113	Japan	B.1.1.214	20B	18	0	1
39767	20210113	Japan	B.1.1.284	20B	17	0	1
39768	20210114	Japan	B.1.1.214	20B	16	0	1
39769	20210114	Japan	B.1.1.214	20B	17	0	1
39770	20210114	Japan	B.1.1.214	20B	17	0	1
39771	20210114	Japan	B.1.1.214	20B	20	0	1
39772	20210114	Japan	B.1.1.214	20B	16	0	1
39773	20210115	Japan	B.1.1.214	20B	16	0	1
39774	20210115	Japan	B.1.1.214	20B	16	0	1
39775	20210115	Japan	B.1.1.284	20B	21	0	1
39776	20210115	Japan	B.1.1.214	20B	17	0	1
39777	20210115	Japan	B.1.1.214	20B	17	0	1
39778	20210115	Japan	B.1.1.214	20B	18	0	1
39779	20210115	Japan	B.1.1.214	20B	17	0	1
39780	20210115	Japan	B.1.1.214	20B	18	0	1
39781	20210115	Japan	B.1.1.214	20B	17	0	1
39782	20210116	Japan	B.1.1.214	20B	19	0	1
39783	20210116	Japan	B.1.1.214	20B	21	0	1
39784	20210116	Japan	B.1.1.214	20B	17	0	1
39785	20210118	Japan	B.1.1.214	20B	18	0	1
39786	20210118	Japan	B.1.1.214	20B	17	0	1
39787	20210118	Japan	B.1.1.214	20B	18	0	1
39788	20210118	Japan	B.1.1.214	20B	18	0	1
39789	20210119	Japan	B.1.1.214	20B	18	0	1
39790	20210119	Japan	B.1.1.214	20B	17	0	1
39791	20210119	Japan	B.1.1.214	20B	18	0	1
39792	20210119	Japan	B.1.1.214	20B	17	0	1
39793	20210119	Japan	B.1.1.214	20B	17	0	1
39794	20210120	Japan	B.1.1.214	20B	16	0	1
39795	20210120	Japan	B.1.1.214	20B	16	0	1
39796	20210120	Japan	B.1.1.214	20B	16	0	1
39797	20210121	Japan	B.1.1.214	20B	21	0	1
39798	20210121	Japan	B.1.1.214	20B	17	0	1
39799	20210122	Japan	B.1.1.214	20B	16	0	1
39800	20210122	Japan	B.1.1.214	20B	18	0	1
39801	20210112	Japan	B.1.1.214	20B	20	0	1
39802	20210113	Japan	B.1.1.214	20B	16	0	1
39803	20210114	Japan	B.1.1.214	20B	18	0	1
39804	20210114	Japan	B.1.1.214	20B	17	0	1
39805	20210114	Japan	B.1.1.284	20B	18	0	1
39806	20210116	Japan	B.1.1.214	20B	22	0	1
39807	20210116	Japan	B.1.1.284	20B	18	0	1
39808	20210116	Japan	B.1.1.284	20B	18	0	1
39809	20210119	Japan	B.1.1.214	20B	21	0	1
39810	20210119	Japan	B.1.1.214	20B	17	0	1
39811	20210127	Japan	B.1.1.214	20B	20	0	1
39812	20210127	Japan	B.1.1.214	20B	20	0	1
39813	20210127	Japan	B.1.1.214	20B	19	0	1
39814	20210127	Japan	B.1.1.214	20B	20	0	1
39815	20210127	Japan	B.1.1.214	20B	19	0	1
39816	20210127	Japan	B.1.1.214	20B	20	0	1
39817	20210127	Japan	B.1.1.214	20B	19	0	1
39818	20210127	Japan	B.1.1.214	20B	20	0	1
39819	20210127	Japan	B.1.1.214	20B	19	0	1
39820	20210127	Japan	B.1.1.214	20B	20	0	1
39821	20210127	Japan	B.1.1.214	20B	19	0	1
39822	20210128	Japan	B.1.1.214	20B	19	0	1
39823	20210130	Japan	B.1.1.214	20B	19	0	1
39824	20210105	Japan	B.1.1.214	20B	14	0	1
39825	20210105	Japan	B.1.1.214	20B	14	0	1
39826	20210105	Japan	B.1.1.214	20B	14	0	1
39827	20210111	Japan	B.1.1.214	20B	17	0	1
39828	20210117	Japan	B.1.1.214	20B	19	0	1
39829	20210117	Japan	B.1.1.214	20B	20	0	1
39830	20210124	Japan	B.1.1.214	20B	19	0	1
39831	20210123	Japan	B.1.1.214	20B	20	0	1
39832	20210123	Japan	B.1.1.214	20B	20	0	1
39833	20210123	Japan	B.1.1.214	20B	21	0	1
39834	20210125	Japan	B.1.1.214	20B	17	0	1
39835	20210128	Japan	B.1.1.214	20B	17	0	1
39836	20210116	Japan	B.1.1.214	20B	20	0	1
39837	20210124	Japan	B.1.1.214	20B	20	0	1
39838	20201214	Japan	B.1.1.214	20B	17	0	1
39839	20201214	Japan	B.1.1.214	20B	17	0	1
39840	20201214	Japan	B.1.1.214	20B	18	0	1
39841	20210103	Japan	B.1.1.214	20B	17	0	1
39842	20210103	Japan	B.1.1.214	20B	17	0	1
39843	20210103	Japan	B.1.1.214	20B	19	0	1
39844	20210103	Japan	B.1.1.214	20B	20	0	1
39845	20210104	Japan	B.1.1.214	20B	15	0	1
39846	20210104	Japan	B.1.1.214	20B	20	0	1
39847	20210104	Japan	B.1.1	20B	19	0	1
39848	20210105	Japan	B.1.1.214	20B	17	0	1
39849	20210105	Japan	B.1.1.214	20B	17	0	1
39850	20210105	Japan	B.1.1.214	20B	16	0	1
39851	20210105	Japan	B.1.1.214	20B	18	0	1
39852	20210106	Japan	B.1.1.214	20B	16	0	1
39853	20210106	Japan	B.1.1.214	20B	20	0	1
39854	20210106	Japan	B.1.1.214	20B	20	0	1
39855	20210106	Japan	B.1.1.214	20B	20	0	1
39856	20210106	Japan	B.1.1.214	20B	18	0	1
39857	20210106	Japan	B.1.1.284	20B	17	0	1
39858	20210106	Japan	B.1.1.214	20B	18	0	1
39859	20210106	Japan	B.1.1.214	20B	18	0	1
39860	20210107	Japan	B.1.1.214	20B	18	0	1
39861	20210107	Japan	B.1.1.214	20B	16	0	1
39862	20210107	Japan	B.1.1.214	20B	17	0	1
39863	20210107	Japan	B.1.1.284	20B	19	0	232
39864	20210107	Japan	B.1.1.214	20B	17	0	1
39865	20210107	Japan	B.1.1.214	20B	18	0	1
39866	20210107	Japan	B.1.1.214	20B	18	0	1
39867	20210107	Japan	B.1.1.214	20B	18	0	1
39868	20210108	Japan	B.1.1.214	20B	21	0	1
